2015-09-21 11:29:20.499, init, ExecTime_60 [sec] DataPeriod_1000 [ms] DataType_Mount DataN_18300000  
2015-09-21 11:29:20.499, init, Server: N_1 Host_[localhost:2809]
2015-09-21 11:29:20.500, init, UserAgentN_10 Wait[ms]: Agent_100
2015-09-21 11:29:20.500, init, MsgQueueN_10 MaxMQLength_100 WindowSize_100 Wait[ms]: Queue_100 
2015-09-21 11:29:20.604, data, MQL
2015-09-21 11:29:20.609, data, MQL
2015-09-21 11:29:20.709, data, MQL
2015-09-21 11:29:20.810, data, MQL
2015-09-21 11:29:20.909, data, MQL
2015-09-21 11:29:21.009, data, MQL
2015-09-21 11:29:21.115, data, MQL
2015-09-21 11:29:21.209, data, MQL
2015-09-21 11:29:21.309, data, MQL
2015-09-21 11:29:21.410, data, MQL
2015-09-21 11:29:21.513, data, MQL
2015-09-21 11:29:21.609, data, MQL
2015-09-21 11:29:21.710, data, MQL
2015-09-21 11:29:21.809, data, MQL
2015-09-21 11:29:21.909, data, MQL
2015-09-21 11:29:22.008, data, MQL
2015-09-21 11:29:22.115, data, MQL
2015-09-21 11:29:22.209, data, MQL
2015-09-21 11:29:22.311, data, MQL
2015-09-21 11:29:22.410, data, MQL
2015-09-21 11:29:22.510, data, MQL
2015-09-21 11:29:22.615, data, MQL
2015-09-21 11:29:22.709, data, MQL
2015-09-21 11:29:22.822, data, MQL
2015-09-21 11:29:22.909, data, MQL
2015-09-21 11:29:23.009, data, MQL
2015-09-21 11:29:23.090, start, Start Agent System
2015-09-21 11:29:23.092, field, MQName,RMQ0 ,RMQ1 ,RMQ2 ,RMQ3 ,RMQ4 ,RMQ5 ,RMQ6 ,RMQ7 ,RMQ8 ,RMQ9 
2015-09-21 11:29:24.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:24.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:24.710, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:24.810, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:24.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.116, data, MQL,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.210, data, MQL,13 ,14 ,14 ,14 ,17 ,17 ,17 ,17 ,15 ,15 
2015-09-21 11:29:25.311, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:25.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.118, data, MQL,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.241, data, MQL,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.410, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:26.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.110, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.210, data, MQL,14 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.710, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:27.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.120, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.216, data, MQL,43 ,30 ,31 ,26 ,27 ,27 ,27 ,33 ,33 ,0 
2015-09-21 11:29:28.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:28.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.117, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.217, data, MQL,54 ,45 ,45 ,51 ,44 ,6 ,44 ,45 ,45 ,44 
2015-09-21 11:29:29.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.410, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:29.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.115, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.212, data, MQL,34 ,33 ,30 ,34 ,31 ,27 ,22 ,11 ,7 ,2 
2015-09-21 11:29:30.311, data, MQL,35 ,0 ,0 ,0 ,14 ,0 ,0 ,0 ,13 ,0 
2015-09-21 11:29:30.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.511, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.710, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.810, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:30.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.148, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
2015-09-21 11:29:31.211, data, MQL,0 ,0 ,59 ,0 ,58 ,64 ,63 ,0 ,0 ,0 
2015-09-21 11:29:31.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.408, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:31.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.109, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,1 ,6 ,3 ,0 
2015-09-21 11:29:32.222, data, MQL,52 ,56 ,54 ,54 ,55 ,53 ,55 ,52 ,48 ,53 
2015-09-21 11:29:32.312, data, MQL,0 ,0 ,0 ,0 ,0 ,75 ,77 ,73 ,0 ,0 
2015-09-21 11:29:32.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:32.910, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.119, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.210, data, MQL,74 ,77 ,78 ,87 ,91 ,90 ,73 ,77 ,93 ,90 
2015-09-21 11:29:33.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:33.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.113, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.212, data, MQL,17 ,33 ,32 ,30 ,25 ,22 ,34 ,12 ,32 ,0 
2015-09-21 11:29:34.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:34.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.115, data, MQL,0 ,0 ,0 ,62 ,78 ,76 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.211, data, MQL,101 ,101 ,101 ,62 ,97 ,21 ,97 ,101 ,101 ,101 
2015-09-21 11:29:35.326, data, MQL,0 ,0 ,0 ,40 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.808, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:35.908, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.010, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.148, data, MQL,0 ,0 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.210, data, MQL,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 
2015-09-21 11:29:36.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:36.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.110, data, MQL,44 ,0 ,0 ,0 ,46 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.213, data, MQL,0 ,36 ,4 ,36 ,0 ,36 ,36 ,36 ,0 ,36 
2015-09-21 11:29:37.316, data, MQL,0 ,73 ,0 ,0 ,0 ,0 ,0 ,72 ,0 ,72 
2015-09-21 11:29:37.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.510, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:37.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.126, data, MQL,0 ,0 ,0 ,50 ,0 ,61 ,0 ,0 ,0 ,76 
2015-09-21 11:29:38.209, data, MQL,84 ,68 ,81 ,21 ,82 ,6 ,82 ,79 ,82 ,76 
2015-09-21 11:29:38.310, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:38.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.109, data, MQL,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.212, data, MQL,101 ,93 ,99 ,94 ,100 ,94 ,99 ,97 ,100 ,94 
2015-09-21 11:29:39.311, data, MQL,0 ,101 ,0 ,101 ,0 ,0 ,0 ,23 ,0 ,101 
2015-09-21 11:29:39.410, data, MQL,8 ,101 ,4 ,0 ,19 ,17 ,15 ,0 ,12 ,10 
2015-09-21 11:29:39.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.610, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:39.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.146, data, MQL,0 ,0 ,101 ,86 ,67 ,66 ,63 ,0 ,0 ,0 
2015-09-21 11:29:40.212, data, MQL,89 ,101 ,0 ,0 ,67 ,24 ,42 ,34 ,101 ,34 
2015-09-21 11:29:40.309, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:40.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.114, data, MQL,55 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,47 ,0 
2015-09-21 11:29:41.209, data, MQL,5 ,97 ,76 ,97 ,97 ,0 ,0 ,0 ,0 ,97 
2015-09-21 11:29:41.314, data, MQL,0 ,79 ,0 ,79 ,0 ,80 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.409, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.508, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.608, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:41.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.111, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.236, data, MQL,84 ,0 ,77 ,0 ,0 ,68 ,101 ,86 ,94 ,90 
2015-09-21 11:29:42.311, data, MQL,77 ,0 ,77 ,0 ,58 ,0 ,77 ,85 ,76 ,90 
2015-09-21 11:29:42.415, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,43 
2015-09-21 11:29:42.509, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.609, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.709, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.809, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:42.909, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.009, data, MQL,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2015-09-21 11:29:43.113, data, MQL,0 ,96 ,0 ,93 ,90 ,0 ,0 ,97 ,0 ,0 
2015-09-21 11:29:43.221, data, MQL,61 ,63 ,61 ,63 ,63 ,62 ,61 ,63 ,61 ,61 
2015-09-21 11:29:43.321, data, MQL,60 ,62 ,60 ,62 ,0 ,61 ,60 ,62 ,60 ,60 
2015-09-21 11:29:43.410, data, MQL,16 ,23 ,17 ,23 ,0 ,25 ,17 ,23 ,16 ,25 
